序号,名称（备注形式）,规格,材质,侧板厚度mm,"底板/横档厚度mm
mm",盖板厚度mm,数量,单位,本体单价（含税）,盖板单价（含税）,"本体及盖板合价
（含税）","合计
（含税）",品牌,执行标准（投标单位自填）,备注
15,托盘式热浸镀锌防火桥架500*150,500*150,钢制,3,3,1.5,234,m,172,56.70000000000001,228.70000000000002,53515.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
16,托盘式热浸镀锌防火桥架400*150,400*150,钢制,2,2,1.2,645,m,104.1,40.5,144.6,93267,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
17,托盘式热浸镀锌防火桥架300*150,300*150,钢制,2,2,1.2,761,m,89.4,30.6,120,91320,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
18,托盘式热浸镀锌防火桥架300*100,300*100,钢制,2,2,1.2,95,m,74.6,30.6,105.19999999999999,9993.999999999998,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
19,托盘式热浸镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,1275,m,43.2,19.8,63,80325,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
20,热浸镀锌桥架100*50,100*50,钢制,1.2,1.2,1,2,m,20.6,9.9,30.5,61,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
21,热浸镀锌桥架100*70,100*70,钢制,1.2,1.2,1,3864,m,23.6,9.9,33.5,129444,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
22,热浸镀锌桥架100*100,100*100,钢制,1.2,1.2,1,6181,m,29.5,9.9,39.4,243531.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
23,热浸镀锌桥架150*150,150*150,钢制,1.2,1.2,1,542,m,43.3,13.5,56.8,30785.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
24,热浸镀锌桥架200*100,200*100,钢制,1.2,1.2,1,13509,m,39.3,18,57.3,774065.7,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
25,热浸镀锌桥架300*75,300*75,钢制,2,2,1.2,3967,m,60.8,27.9,88.69999999999999,351872.89999999997,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
26,热浸镀锌桥架300*100,300*100,钢制,2,2,1.2,6567,m,67.8,27.9,95.69999999999999,628461.8999999999,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
27,热浸镀锌桥架300*150,300*150,钢制,2,2,1.2,125,m,81.6,27.9,109.5,13687.5,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
28,热浸镀锌桥架300*200,300*200,钢制,2,2,1.2,82,m,94.4,27.9,122.30000000000001,10028.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
29,热浸镀锌桥架400*100,400*100,钢制,2,2,1.2,90,m,80.5,36.9,117.4,10566,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
30,热浸镀锌桥架400*150,400*150,钢制,2,2,1.2,51,m,94.30000000000001,36.9,131.20000000000002,6691.200000000001,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
31,热浸镀锌桥架600*150,600*150,钢制,3,3,1.5,22,m,175.9,63.9,239.8,5275.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
32,热浸镀锌防火桥架400*150,400*150,钢制,2,2,1.2,148,m,104.1,40.5,144.6,21400.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
33,热浸镀锌防火桥架400*100,400*100,钢制,2,2,1.2,6,m,89.30000000000001,40.5,129.8,778.8000000000001,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
34,热浸镀锌防火桥架300*150,300*150,钢制,2,2,1.2,41,m,89.4,30.6,120,4920,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
35,热浸镀锌防火桥架300*100,300*100,钢制,2,2,1.2,75,m,74.6,30.6,105.19999999999999,7889.999999999999,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
36,热浸镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,132,m,43.2,19.8,63,8316,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
37,热浸镀锌梯式桥架1000*200,1000*200,钢制,3,3,1.5,214,m,142.7,103.5,246.2,52686.799999999996,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
38,热浸镀锌梯式桥架800*200,800*200,钢制,3,3,1.5,161,m,131.2,83.7,214.89999999999998,34598.899999999994,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
39,热浸镀锌梯式桥架800*150,800*150,钢制,3,3,1.5,26,m,113.4,83.7,197.10000000000002,5124.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
40,热浸镀锌梯式桥架600*150,600*150,钢制,3,3,1.5,111,m,100.80000000000001,63.9,164.70000000000002,18281.7,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
41,热浸镀锌梯式桥架400*150,400*150,钢制,2,2,1.2,51,m,68.6,36.9,105.5,5380.5,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
42,热浸镀锌梯式桥架300*100,300*100,钢制,2,2,1.2,124,m,46,27.9,73.9,9163.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
43,热浸镀锌梯式桥架200*100,200*100,钢制,1.2,1.2,1,27,m,29.4,18,47.4,1279.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
44,热浸镀锌防火梯式桥架1000*200,1000*200,钢制,3,3,1.5,214,m,157.39999999999998,112.5,269.9,57758.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
45,热浸镀锌防火梯式桥架400*150,400*150,钢制,2,2,1.2,135,m,75.5,40.5,116,15660,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
46,热浸镀锌防火梯式桥架400*100,400*100,钢制,2,2,1.2,27,m,56.7,40.5,97.2,2624.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
47,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架150*100,150*100,钢制,0.8,0.8,0.6,55,m,22.6,4.7,27.3,1501.5,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
48,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架200*100,200*100,钢制,0.8,0.8,0.6,657,m,25.8,6.8,32.6,21418.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
49,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架300*150,300*150,钢制,1,1,0.6,216,m,48.400000000000006,9.3,57.7,12463.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
50,防火型节能复合高耐腐模压增强底（彩钢）电缆竖井桥架300*150,300*150,钢制,1,1,0.6,295,m,52.7,9.3,62,18290,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
51,防火型节能复合高耐腐模压增强底（彩钢）电缆竖井桥架300*100,300*100,钢制,1,1,0.6,192,m,44.7,9.3,54,10368,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
52,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架300*100,300*100,钢制,1,1,0.6,2,m,39.7,9.3,49,98,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
53,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架300*150,300*150,钢制,1,1,0.6,2,m,48.7,9.3,58,116,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
54,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架400*100,400*100,钢制,1,1,0.6,2,m,49.6,12,61.6,123.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
55,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架400*150,400*150,钢制,1,1,0.6,2,m,56,12,68,136,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
56,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架500*100,500*100,钢制,1.2,1.2,0.6,2,m,63.4,14.6,78,156,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
57,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架500*150,500*150,钢制,1.2,1.2,0.6,2,m,75.4,14.6,90,180,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
58,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架600*150,600*150,钢制,1.2,1.2,0.6,2,m,81.5,17.5,99,198,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
59,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架800*150,800*150,钢制,1.5,1.5,0.6,2,m,128,23,151,302,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
60,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架800*200,800*200,钢制,1.5,1.5,0.6,2,m,138,23,161,322,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
61,防火型节能复合高耐腐模压增强底（彩钢）电缆桥架1000*200,1000*200,钢制,1.5,1.5,0.6,2,m,165,29,194,388,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
62,节能复合高耐腐模压增强底（彩钢）电缆桥架150*100,150*100,钢制,0.8,0.8,0.6,2,m,22.6,4.7,27.3,54.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
63,节能复合高耐腐模压增强底（彩钢）电缆桥架200*100,200*100,钢制,0.8,0.8,0.6,2,m,25.8,6.8,32.6,65.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
64,节能复合高耐腐模压增强底（彩钢）电缆桥架300*100,300*100,钢制,1,1,0.6,2,m,44.7,9.3,54,108,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
65,节能复合高耐腐模压增强底（彩钢）电缆桥架300*150,300*150,钢制,1,1,0.6,2,m,48.7,9.3,58,116,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
66,节能复合高耐腐模压增强底（彩钢）电缆桥架300*200,300*200,钢制,1,1,0.6,2,m,54.7,9.3,64,128,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
67,节能复合高耐腐模压增强底（彩钢）电缆桥架400*100,400*100,钢制,1,1,0.6,2,m,49.6,12,61.6,123.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
68,节能复合高耐腐模压增强底（彩钢）电缆竖井桥架400*150,400*150,钢制,1,1,0.6,2,m,56,12,68,136,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
69,节能复合高耐腐模压增强底（彩钢）电缆竖井桥架400*200,400*200,钢制,1,1,0.6,2,m,64,12,76,152,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
70,节能复合高耐腐模压增强底（彩钢）电缆桥架500*100,500*100,钢制,1.2,1.2,0.6,2,m,63.4,14.6,78,156,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
71,节能复合高耐腐模压增强底（彩钢）电缆桥架500*150,500*150,钢制,1.2,1.2,0.6,2,m,75.4,14.6,90,180,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
72,节能复合高耐腐模压增强底（彩钢）电缆桥架600*100,600*100,钢制,1.2,1.2,0.6,2,m,76.5,17.5,94,188,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
73,节能复合高耐腐模压增强底（彩钢）电缆桥架600*150,600*150,钢制,1.2,1.2,0.6,2,m,81.5,17.5,99,198,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
74,节能复合高耐腐模压增强底（彩钢）电缆桥架600*200,600*200,钢制,1.2,1.2,0.6,2,m,93.5,17.5,111,222,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
75,节能复合高耐腐模压增强底（彩钢）电缆桥架800*200,800*200,钢制,1.5,1.5,0.6,2,m,138,23,161,322,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
76,节能复合高耐腐模压增强底（彩钢）电缆桥架1000*200,1000*200,钢制,1.5,1.5,0.6,2,m,164,29,193,386,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
77,热浸镀锌防水桥架200×100,200×100,钢制,1.2,1.2,1,259,m,39.3,18,57.3,14840.699999999999,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
78,热浸镀锌防水桥架300*100,300*100,钢制,2,2,1.2,69,m,67.8,27.9,95.69999999999999,6603.299999999999,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
79,热浸镀锌防水桥架300*150,300*150,钢制,2,2,1.2,41,m,81.6,27.9,109.5,4489.5,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
80,热浸镀锌防水桥架400×150,400×150,钢制,2,2,1.2,100,m,94.30000000000001,36.9,131.20000000000002,13120.000000000002,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
81,热浸镀锌防水桥架600×150,600×150,钢制,3,3,1.5,77,m,174.9,62.1,237,18249,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
82,热浸镀锌防水桥架800×150,800×150,钢制,3,3,1.5,18,m,214.10000000000002,83.7,297.8,5360.400000000001,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
